optimizer,estimator,generator,acquisitor,wn0,wn1,wn2,wn3,wp,vs0,vs1,vs2,vs3,cost,time_stamp
gbrt_minimize,GP,grid,LCB,1.2183086127992013e-05,2.6241135975667746e-05,4.424502242714268e-05,4.292587881154492e-05,3.2349660572893536e-05,1.6492829741743493,1.6237212142286255,1.6212124899282718,1.6636031800830633,0.04205242530413121,023739-211103
gbrt_minimize,GP,grid,EI,1.2183086127992013e-05,2.6241135975667746e-05,4.424502242714268e-05,4.292587881154492e-05,3.2349660572893536e-05,1.6492829741743493,1.6237212142286255,1.6212124899282718,1.6636031800830633,0.04205242530413121,023919-211103
gbrt_minimize,GP,grid,PI,1.0145462806568697e-05,2.658971773689769e-05,3.276309474352254e-05,3.7970522264048364e-05,2.9155516657075485e-05,1.6761417836633108,1.6193370627056474,1.6511843929665986,1.67925537119982,0.05287544552974675,024033-211103
gbrt_minimize,GP,grid,gp_hedge,1.0145462806568697e-05,2.658971773689769e-05,3.276309474352254e-05,3.7970522264048364e-05,2.9155516657075485e-05,1.6761417836633108,1.6193370627056474,1.6511843929665986,1.67925537119982,0.05287544552974675,024151-211103
gbrt_minimize,RF,random,LCB,4.151355213486952e-07,2.1316465388413517e-05,3.562155962820773e-05,2.64415052560945e-05,2.8292304164904373e-06,1.9037929543959453,1.6602023999906792,1.6516550118133508,1.6623521039743967,0.1684863455602257,024412-211103
gbrt_minimize,RF,random,EI,2.6981556325348956e-05,5.6702967967968854e-05,0.00013593667894932593,2.9470189560905354e-05,7.607795336381322e-05,1.6765637331977425,1.6566631600790482,1.618300836120673,1.8435054869477723,0.15662517824478198,024628-211103
gbrt_minimize,RF,random,PI,7.781179245510534e-07,1.9704389926661544e-06,1.0707528765985051e-06,3.664143973728541e-06,1.9891707062652524e-06,1.6170045001833908,1.5581940361005833,1.7177756692725388,1.6452416274290689,0.11959727609666403,024854-211103
gbrt_minimize,RF,random,gp_hedge,3.250826093538034e-05,7.496367535641148e-05,6.267030290905662e-05,0.00013204644367398362,7.353298888127058e-05,1.5958687016384943,1.555706156813452,1.6468580278274136,1.6213593843060623,0.1092168057058045,025131-211103
gbrt_minimize,RF,sobol,LCB,7.061014691844461e-06,1.4152449123177443e-05,9.343238067758388e-05,3.8866371827094054e-05,1.93858293776643e-05,1.659628020416871,1.646006376815869,1.528616489829148,1.6057776443980776,0.10862273295380369,025356-211103
gbrt_minimize,RF,sobol,EI,1.0709573996825582e-05,3.0475505041883496e-05,6.542456149690568e-05,5.981884440124539e-05,3.442722870922334e-05,1.7129117144925126,1.6467565557417363,1.6197707267184787,1.65559275741227,0.061804357239131864,025558-211103
gbrt_minimize,RF,sobol,PI,1.3078220794697457e-05,2.8732578712294186e-05,4.727678691049021e-05,0.00011337083540375337,3.829025448185294e-05,1.6814160612909492,1.655008228215471,1.6562057639118077,1.623583769782488,0.04184623250650919,025825-211103
gbrt_minimize,RF,sobol,gp_hedge,1.4975467465687805e-05,1.987140489887002e-05,5.46647034921143e-05,0.00014372469411560874,3.8987586173260475e-05,1.6436879432245939,1.7102940096101604,1.6590622064218843,1.6225479658361424,0.06249715574018695,030030-211103
gbrt_minimize,RF,halton,LCB,1.125002366540264e-06,3.6294878029795294e-06,2.8066759783517343e-05,0.00013737779235058548,4.979942469796328e-06,1.8043477613795122,1.725370392849772,1.6279406690243086,1.5901222013213312,0.18888199023251173,030312-211103
gbrt_minimize,RF,halton,EI,7.622520163011567e-07,5.489273149005066e-06,0.00011141765963016158,0.00014050912499647116,4.207041800960622e-06,1.8778516034618917,1.7204455495845465,1.6302432634691826,1.627430120410371,0.20643864797993017,030520-211103
gbrt_minimize,RF,halton,PI,3.2590073590088593e-06,5.376835106787672e-06,8.408257038835776e-06,1.993313939138722e-05,8.714434769295262e-06,1.651610645631999,1.6697986827164573,1.6797177682528515,1.6462879162372694,0.03323586688729604,030750-211103
gbrt_minimize,RF,halton,gp_hedge,1.5995044355080417e-06,2.2335772933245743e-05,3.303569224754432e-06,5.1441738156159685e-06,4.981117270723904e-06,1.699334405955773,1.4538919734991094,1.688403570120839,1.6944290071968227,0.19895455137837909,030952-211103
gbrt_minimize,RF,hammersly,LCB,6.154751926921574e-06,1.485056065471355e-05,1.601165487302329e-05,2.287820072437319e-05,1.5616711588752448e-05,1.633715464448894,1.585429212204755,1.6363718488648795,1.6459420074936966,0.05972210120471178,031244-211103
gbrt_minimize,RF,hammersly,EI,3.6458563300093727e-06,6.848016777129421e-06,8.583850830514322e-06,5.229053515825669e-05,1.021208277449929e-05,1.665933223307668,1.662670281160316,1.6987429368340972,1.6090992425835655,0.07166496892031264,031509-211103
gbrt_minimize,RF,hammersly,PI,3.866225279215772e-06,1.0814930970393891e-05,1.260035371428192e-05,4.481933806374681e-05,1.1075407635918305e-05,1.674478273123571,1.6042090636362525,1.6404393888876192,1.5798907646874145,0.09087215509835432,031734-211103
gbrt_minimize,RF,hammersly,gp_hedge,4.955458374127546e-07,7.775236215945561e-06,1.9077442015108706e-05,7.723668003443454e-06,2.7789355532603846e-06,1.8592698581652058,1.646467587722493,1.6220395602950128,1.6682503527106909,0.15697761385357023,031959-211103
gbrt_minimize,RF,lhs,LCB,5.062481499555997e-07,3.296237984641062e-05,8.796920882543274e-07,3.8976365840260195e-06,1.8710488435228493e-06,1.7274574249056627,1.407581482205281,1.7369553914582885,1.6497237348357108,0.24673187837755117,032238-211103
gbrt_minimize,RF,lhs,EI,4.583463332399292e-06,2.1430883197649997e-05,3.9053891953304666e-05,0.0001443576200928323,1.7896707986971447e-05,1.7732547062411206,1.646796279821498,1.633276988043798,1.5873068075836712,0.12477250351039593,032501-211103
gbrt_minimize,RF,lhs,PI,5.380528982164789e-07,2.4300025263253828e-05,1.3848548377463695e-05,2.4700882468029935e-05,3.358498830476816e-06,1.8917827085440604,1.6449585315412307,1.6708006225424945,1.6598412051153946,0.16816121494589029,032705-211103
gbrt_minimize,RF,lhs,gp_hedge,1.009759628529212e-06,1.3652648956324062e-05,7.758248449371893e-06,7.310608732789612e-06,4.407148995989423e-06,1.8064531021277597,1.5866331969234275,1.6445345497521513,1.675004104969302,0.151690582073626,032931-211103
gbrt_minimize,RF,grid,LCB,1.1318146368932317e-05,2.8866325150601628e-05,2.8866325150601628e-05,6.816804497355961e-05,2.8866325150601628e-05,1.635565775394102,1.579743174846299,1.639847010852187,1.6046623385334013,0.08495860628727907,033149-211103
